976488130;52.0281289;8.5224669
1809385510;51.9867801;8.5099972
2216442873;52.0022595;8.5896085
2717181811;51.9458739;8.5850905
4081499626;52.0059560;8.4163414
347027089;52.0387032;8.4792002
388566510;52.0767625;8.4181274
983681870;52.0294197;8.6083272
1110322309;51.9794840;8.5043700
1221799955;52.0223512;8.4738331
1374344469;51.9937018;8.6063579
1378192026;52.0109894;8.5967507
1433838467;52.0223895;8.4802101
1638722470;52.0105003;8.5872878
1682065035;52.0422053;8.6354140
1685705182;52.0484044;8.6554020
1913933923;52.1130812;8.6595447
2157491663;52.0260171;8.5218832
2184768140;52.0213628;8.5305371
2316416342;52.0229529;8.5554300
2338520540;52.0967618;8.5168570
2516146590;52.0285830;8.5220464
2607730555;51.9635812;8.5572667
2692319724;52.0269937;8.5222181
2692319757;51.9554386;8.5759149
2702676769;52.0266625;8.5255677
2704091791;52.0088711;8.5177709
2717140684;51.9453581;8.5862443
3220549888;51.9828430;8.4828526
3416296590;52.0800065;8.4233206
3558485976;51.9412792;8.4126632
3581814770;52.0737835;8.4145036
3766336139;52.0153584;8.5386283
4463578368;51.9507903;8.4994517
4857051998;52.0498207;8.5979808
33703479;52.0367013;8.5524222
275452110;51.9448388;8.6537627
275452113;51.9476067;8.6574747
282882245;52.0803770;8.4233088
283185001;52.0264443;8.5275539
283186355;52.0264986;8.5277741
284987077;52.0184207;8.5393761
291569453;51.9404381;8.6543690
331913213;52.0375168;8.4838257
332273343;52.0703457;8.6011383
332273361;52.0701481;8.6025374
332273362;52.0696526;8.6019546
353056162;52.0329903;8.6091967
364081510;51.9834860;8.5057253
367083107;52.0333908;8.5258787
375989530;52.0514403;8.5942267
381246370;52.0211164;8.6062343
381246379;52.0214305;8.6067097
418054972;52.0115056;8.5979406
454579635;51.9978001;8.4844542
454579636;51.9974302;8.4871836
454579637;51.9972232;8.4860747
465191166;51.9385786;8.4859644
470962151;52.0029782;8.5894698
498734432;51.9456736;8.5818265
503886685;51.9524319;8.5710915
587974065;52.0801275;8.4233235
670344634;51.9599882;8.5210640
670344635;51.9593937;8.5219878
680241348;52.0492551;8.5030524
692066489;51.9867860;8.6282670
748772951;52.0059614;8.4592621
769071725;52.0508707;8.5522976
822797471;51.9303983;8.5558356
858719106;52.0224596;8.4812604
942598099;51.9190022;8.3858729
957354339;52.0441372;8.4862947
1225932809;52.0143707;8.5519666
1234725048;51.9382393;8.4453228
1241278949;51.9457488;8.5863753
1359025414;52.0986318;8.5300969
1363163538;51.9698663;8.4631081
1372521231;52.0121893;8.5971101
1372521249;52.0097270;8.5946361
1372706362;52.0505912;8.5964151
1372891732;52.0482688;8.4560230
1373037326;52.0324010;8.6092869
1373037343;52.0212658;8.5518939
1374224189;52.0331442;8.6108554
1374291700;51.9275156;8.5988237
1374292091;52.0231299;8.5629270
1374292092;52.0594396;8.5150864
1374292093;52.0970738;8.5130513
1374292164;51.9871079;8.4856393
1374327876;52.0354031;8.5065821
1374344486;52.0128716;8.5405234
1374344499;52.0376896;8.5761446
1374344512;52.0713195;8.5177540
1374344528;52.0258556;8.5441864
